ID=0, Sequence=501, X=-1.3148438178342E7, Y=3986007.33707501
ID=103, Sequence=40908, X=-1.31487641749779E7, Y=3989745.15514442
ID=100, Sequence=40911, X=-1.31609294917289E7, Y=3996354.99879329
ID=99, Sequence=40912, X=-1.31668144225397E7, Y=3995758.66194599
ID=98, Sequence=40913, X=-1.31620673889616E7, Y=4004650.46920352
ID=96, Sequence=40915, X=-1.31791764833172E7, Y=4024422.65701252
ID=95, Sequence=40916, X=-1.31627956676688E7, Y=4011889.6904214
ID=91, Sequence=40920, X=-1.31616690450979E7, Y=4001745.77716808
ID=89, Sequence=40922, X=-1.31574001222526E7, Y=3978795.07679134
ID=84, Sequence=40927, X=-1.31666827288419E7, Y=4003498.59956193
ID=81, Sequence=40930, X=-1.31636229871204E7, Y=4011180.15831615
ID=431, Sequence=40932, X=-1.318757820785E7, Y=4043801.32164975
ID=77, Sequence=40934, X=-1.31737129123265E7, Y=3993747.25560323
ID=458, Sequence=40935, X=-1.31623125929905E7, Y=4008715.16632914
ID=74, Sequence=40937, X=-1.31604005796554E7, Y=3983904.29402624
ID=430, Sequence=40941, X=-1.31439725786946E7, Y=3984417.09305413
ID=68, Sequence=40943, X=-1.31477158407577E7, Y=3977338.60848013
ID=62, Sequence=40949, X=-1.31531260362581E7, Y=3988174.81256416
ID=61, Sequence=40950, X=-1.31623086507938E7, Y=4008818.00509268
ID=55, Sequence=40956, X=-1.31621309045853E7, Y=3993717.43352462
ID=50, Sequence=40961, X=-1.31716989229417E7, Y=3997625.26614258
ID=49, Sequence=40962, X=-1.31808709628526E7, Y=4028205.37776864
ID=43, Sequence=40968, X=-1.31666803488394E7, Y=4001668.05950208
ID=36, Sequence=40975, X=-1.31602979750219E7, Y=3984247.79362751
ID=35, Sequence=40976, X=-1.31610430891799E7, Y=3997182.86962477
ID=455, Sequence=40979, X=-1.3160432100229E7, Y=3983798.77160623
ID=24, Sequence=40987, X=-1.31718346450881E7, Y=3989352.81820502
ID=488, Sequence=40999, X=-1.3164192874949E7, Y=3993734.26477703
ID=9, Sequence=41002, X=-1.3161003280385E7, Y=3996892.7458033
ID=8, Sequence=41003, X=-1.31619667841317E7, Y=4003916.79594681
ID=5, Sequence=41006, X=-1.31618605543656E7, Y=3991968.58226455
ID=4, Sequence=41007, X=-1.31666841348358E7, Y=4004580.13678235
ID=421, Sequence=41259, X=-1.31851660174368E7, Y=4040773.91384787
ID=420, Sequence=41260, X=-1.31857343534346E7, Y=4041487.12728828
ID=419, Sequence=41261, X=-1.31492603486628E7, Y=3994011.85735043
ID=402, Sequence=41278, X=-1.31671805329309E7, Y=3995692.43119213
ID=401, Sequence=41279, X=-1.31666782143132E7, Y=4000026.57673153
ID=392, Sequence=41288, X=-1.31749012299765E7, Y=3996983.90500232
ID=390, Sequence=41290, X=-1.31676730214508E7, Y=3991805.46513846
ID=388, Sequence=41292, X=-1.31901150093924E7, Y=4046986.00773778
ID=383, Sequence=41297, X=-1.31388885349257E7, Y=3987541.72408638
ID=376, Sequence=41304, X=-1.31654838637607E7, Y=4008343.99956027
ID=372, Sequence=41308, X=-1.31795936702503E7, Y=4025353.85791956
ID=369, Sequence=41311, X=-1.31622723468331E7, Y=4006145.29807061
ID=360, Sequence=41320, X=-1.31610590098636E7, Y=3992720.87989197
ID=356, Sequence=41324, X=-1.31622479546838E7, Y=4010401.48293688
ID=344, Sequence=41336, X=-1.31665554012655E7, Y=4002667.6388953
ID=342, Sequence=41338, X=-1.31883937863775E7, Y=4044825.09516622
ID=341, Sequence=41339, X=-1.31615393365785E7, Y=3993825.14843803
ID=339, Sequence=41341, X=-1.31706343698389E7, Y=3997627.09955267
ID=481, Sequence=41351, X=-1.3161261958511E7, Y=3981115.39856339
ID=328, Sequence=41352, X=-1.3187545918576E7, Y=4043760.79173483
ID=323, Sequence=41357, X=-1.31666784799302E7, Y=4000230.82717849
ID=322, Sequence=41358, X=-1.3149607248683E7, Y=3994120.39819292
ID=319, Sequence=41361, X=-1.31605480433726E7, Y=3993448.40838663
ID=315, Sequence=41365, X=-1.31807256326117E7, Y=4027880.89549046
ID=311, Sequence=41369, X=-1.31666724517873E7, Y=4017590.8317014
ID=309, Sequence=41371, X=-1.31611056383569E7, Y=3997638.73891562
ID=300, Sequence=41380, X=-1.31671063494214E7, Y=3991581.08726229
ID=298, Sequence=41382, X=-1.31800013258977E7, Y=4034294.74934025
ID=297, Sequence=41383, X=-1.3166159774826E7, Y=4007314.02185012
ID=453, Sequence=41385, X=-1.3161450754331E7, Y=4000154.33600063
ID=284, Sequence=41396, X=-1.31666678218122E7, Y=3995699.52867591
ID=282, Sequence=41398, X=-1.31635135619272E7, Y=4010149.79331339
ID=280, Sequence=41400, X=-1.31856815785369E7, Y=4041420.89735313
ID=278, Sequence=41402, X=-1.31787255270688E7, Y=4032694.82312668
ID=451, Sequence=41404, X=-1.31851568824414E7, Y=4040762.45057567
ID=273, Sequence=41407, X=-1.31860073087614E7, Y=4041829.67924209
ID=268, Sequence=41412, X=-1.31613512439935E7, Y=3980805.79588781
ID=264, Sequence=41416, X=-1.3161360653358E7, Y=3999497.52360218
ID=258, Sequence=41422, X=-1.31627856970418E7, Y=4012397.40011854
ID=450, Sequence=41429, X=-1.31621875869707E7, Y=3994664.53160721
ID=473, Sequence=41434, X=-1.31633880203944E7, Y=4011538.32158275
ID=244, Sequence=41436, X=-1.3188565027665E7, Y=4045040.06161589
ID=238, Sequence=41442, X=-1.31889252495033E7, Y=4045492.27687676
ID=236, Sequence=41444, X=-1.31797915845157E7, Y=3992678.46090843
ID=471, Sequence=41452, X=-1.31835234368228E7, Y=4034129.27209764
ID=226, Sequence=41454, X=-1.31598540217256E7, Y=3987459.11640648
ID=222, Sequence=41458, X=-1.31638404164631E7, Y=4010201.18144872
ID=215, Sequence=41465, X=-1.31571207327839E7, Y=3977357.16637377
ID=210, Sequence=41470, X=-1.31795885304743E7, Y=3998833.47153714
ID=205, Sequence=41475, X=-1.31861188952969E7, Y=4041969.72051485
ID=204, Sequence=41476, X=-1.31614353761041E7, Y=4000042.23005994
ID=203, Sequence=41477, X=-1.31623127620971E7, Y=3994634.48113893
ID=198, Sequence=41482, X=-1.31671980263476E7, Y=3997633.01774405
ID=469, Sequence=41488, X=-1.31829998170989E7, Y=4038055.93359409
ID=188, Sequence=41492, X=-1.31051686989897E7, Y=4015777.22056165
ID=163, Sequence=41517, X=-1.31496988339631E7, Y=3994149.05429951
ID=464, Sequence=41520, X=-1.31173672620022E7, Y=4015159.10744093
ID=154, Sequence=41526, X=-1.3160535075483E7, Y=4011537.96724357
ID=148, Sequence=41532, X=-1.31473183596806E7, Y=3985989.97868126
ID=147, Sequence=41533, X=-1.31838038108574E7, Y=4039064.64549947
ID=142, Sequence=41538, X=-1.31622383666095E7, Y=4010651.64298705
ID=140, Sequence=41540, X=-1.31726087697018E7, Y=3999081.38417631
ID=125, Sequence=41555, X=-1.31599048107209E7, Y=3985893.59863085
ID=124, Sequence=41556, X=-1.31646405677155E7, Y=4015046.63276641
ID=123, Sequence=41557, X=-1.31844625740867E7, Y=4039891.2151882
ID=116, Sequence=41564, X=-1.31769441396376E7, Y=3997634.91678802
ID=115, Sequence=41565, X=-1.31811965732365E7, Y=4035793.8669118
ID=114, Sequence=41566, X=-1.31635764558295E7, Y=4013058.23391366
ID=461, Sequence=41567, X=-1.31487698350877E7, Y=3990482.70682432
ID=106, Sequence=41574, X=-1.3182221839518E7, Y=4031221.96213546
ID=105, Sequence=41575, X=-1.31623220177679E7, Y=4006507.59533974
ID=103, Sequence=41577, X=-1.31487658734875E7, Y=3989966.47768489
ID=100, Sequence=41580, X=-1.31610501760117E7, Y=3997234.51876234
ID=99, Sequence=41581, X=-1.31666672118505E7, Y=3995497.09440883
ID=98, Sequence=41582, X=-1.31619467046788E7, Y=4003770.36976082
ID=96, Sequence=41584, X=-1.31795501823945E7, Y=4025256.7852774
ID=95, Sequence=41585, X=-1.31631062272352E7, Y=4011523.77966595
ID=91, Sequence=41589, X=-1.31615483608151E7, Y=4000865.9048381
ID=89, Sequence=41591, X=-1.31595984126942E7, Y=3978794.19455658
ID=84, Sequence=41596, X=-1.31666815777593E7, Y=4002613.22605014
ID=81, Sequence=41599, X=-1.31633658488125E7, Y=4011572.11864351
ID=431, Sequence=41601, X=-1.31869832362554E7, Y=4043054.52921571
ID=77, Sequence=41603, X=-1.31742624817294E7, Y=3993745.72671714
ID=458, Sequence=41604, X=-1.31623473291077E7, Y=4007829.45662842
ID=74, Sequence=41606, X=-1.31610376413452E7, Y=3981830.42959207
ID=430, Sequence=41610, X=-1.31395776895952E7, Y=3984394.97177733
ID=68, Sequence=41612, X=-1.31477166853838E7, Y=3977117.53004045
ID=62, Sequence=41618, X=-1.31487416333843E7, Y=3988131.92814576
ID=61, Sequence=41619, X=-1.31623532355074E7, Y=4007671.55847661
ID=55, Sequence=41625, X=-1.31626804490638E7, Y=3993721.91929073
ID=50, Sequence=41630, X=-1.31706009839739E7, Y=3997627.15705096
ID=49, Sequence=41631, X=-1.318124466193E7, Y=4029039.78773713
ID=43, Sequence=41637, X=-1.31666791977569E7, Y=4000782.82996449
ID=36, Sequence=41644, X=-1.31605549586347E7, Y=3983387.48404867
ID=35, Sequence=41645, X=-1.31609224048971E7, Y=3996303.35368731
ID=455, Sequence=41648, X=-1.31606890838418E7, Y=3982938.49622388
ID=24, Sequence=41656, X=-1.31719584948538E7, Y=3989304.91057172
ID=488, Sequence=41668, X=-1.31647424194274E7, Y=3993738.75054983
ID=9, Sequence=41671, X=-1.31608825961022E7, Y=3996013.25251096
ID=8, Sequence=41672, X=-1.31618460998489E7, Y=4003036.75388617
ID=5, Sequence=41675, X=-1.31615858946146E7, Y=3991975.30087733
ID=4, Sequence=41676, X=-1.31666829837533E7, Y=4003694.67817162
ID=421, Sequence=41927, X=-1.31845710458423E7, Y=4040027.32376704
ID=420, Sequence=41928, X=-1.318513938184E7, Y=4040740.4895513
ID=419, Sequence=41929, X=-1.31497726516383E7, Y=3994172.15115549
ID=402, Sequence=41946, X=-1.31627963076124E7, Y=3995500.41121291
ID=401, Sequence=41947, X=-1.31666770632307E7, Y=3999141.47623577
ID=392, Sequence=41956, X=-1.31748419695762E7, Y=3996884.00189834
ID=383, Sequence=41965, X=-1.31388779859242E7, Y=3984001.80255673
ID=376, Sequence=41972, X=-1.31649701504272E7, Y=4009126.87762219
ID=372, Sequence=41976, X=-1.31799673693277E7, Y=4026188.05550448
ID=369, Sequence=41979, X=-1.31621516625503E7, Y=4005265.08167786
ID=360, Sequence=41988, X=-1.3163883176413E7, Y=3991700.48984342
ID=356, Sequence=41992, X=-1.31622818954079E7, Y=4009515.98873699
ID=344, Sequence=42004, X=-1.31665773955645E7, Y=4002224.84552927
ID=342, Sequence=42006, X=-1.31889887579721E7, Y=4045572.00603251
ID=341, Sequence=42007, X=-1.31615847770402E7, Y=3993929.62141621
ID=339, Sequence=42009, X=-1.31717323088067E7, Y=3997625.2086443
ID=481, Sequence=42019, X=-1.31609921809291E7, Y=3981972.96345016
ID=328, Sequence=42020, X=-1.31881408901706E7, Y=4044507.63140342
ID=323, Sequence=42025, X=-1.31666787680165E7, Y=4000452.35983231
ID=322, Sequence=42026, X=-1.31487418836638E7, Y=3991087.01516737
ID=319, Sequence=42029, X=-1.31604039473958E7, Y=3992326.95362432
ID=315, Sequence=42033, X=-1.3181099331689E7, Y=4028715.28128272
ID=311, Sequence=42037, X=-1.31669702637752E7, Y=4017963.78182393
ID=309, Sequence=42039, X=-1.31609849540741E7, Y=3996759.18739232
ID=300, Sequence=42048, X=-1.31671503380193E7, Y=3990696.3888435
ID=298, Sequence=42050, X=-1.31794063543031E7, Y=4033548.59175726
ID=297, Sequence=42051, X=-1.31666734881595E7, Y=4006531.27000318
ID=453, Sequence=42053, X=-1.31615714386138E7, Y=4001034.15271813
ID=284, Sequence=42064, X=-1.31666691562623E7, Y=3996142.41907582
ID=282, Sequence=42066, X=-1.31631618019527E7, Y=4010344.16686047
ID=280, Sequence=42068, X=-1.31850866069422E7, Y=4040674.26404196
ID=278, Sequence=42070, X=-1.31793204986635E7, Y=4033440.92377317
ID=451, Sequence=42072, X=-1.31845619108467E7, Y=4040015.86126072
ID=273, Sequence=42075, X=-1.31854123371669E7, Y=4041083.0186128
ID=268, Sequence=42080, X=-1.31610903763316E7, Y=3981665.08973597
ID=264, Sequence=42084, X=-1.31614813376408E7, Y=4000377.28899654
ID=258, Sequence=42090, X=-1.31622135998396E7, Y=4011297.85236019
ID=450, Sequence=42097, X=-1.31623197541749E7, Y=3994549.98336774
ID=473, Sequence=42102, X=-1.31626726362203E7, Y=4012542.67653544
ID=244, Sequence=42104, X=-1.31879700560704E7, Y=4044293.18633485
ID=238, Sequence=42110, X=-1.31883302779087E7, Y=4044745.37134442
ID=236, Sequence=42112, X=-1.31820014408232E7, Y=3994425.66884337
ID=471, Sequence=42120, X=-1.31838971359002E7, Y=4034964.12382271
ID=226, Sequence=42122, X=-1.3159911407794E7, Y=3985690.26666538
ID=222, Sequence=42126, X=-1.31641858664964E7, Y=4010542.7177734
ID=215, Sequence=42133, X=-1.31571157684152E7, Y=3976472.888889
ID=210, Sequence=42138, X=-1.31794558565262E7, Y=3998817.95603322
ID=205, Sequence=42143, X=-1.31855239237022E7, Y=4041223.05052616
ID=204, Sequence=42144, X=-1.31613146918213E7, Y=3999162.49084132
ID=203, Sequence=42145, X=-1.31623123377172E7, Y=3994855.90362633
ID=198, Sequence=42150, X=-1.31667857957872E7, Y=3997090.56082029
ID=469, Sequence=42156, X=-1.31824048455042E7, Y=4037309.5250391
ID=188, Sequence=42160, X=-1.31040717124127E7, Y=4015832.80761244
ID=163, Sequence=42185, X=-1.31502111369386E7, Y=3994309.35005547
ID=464, Sequence=42188, X=-1.31195612351562E7, Y=4015047.94028556
ID=154, Sequence=42194, X=-1.31605248235633E7, Y=4011427.40017932
ID=148, Sequence=42200, X=-1.31429221389351E7, Y=3986029.89810296
ID=147, Sequence=42201, X=-1.31832088392628E7, Y=4038318.16959163
ID=142, Sequence=42206, X=-1.31622041728912E7, Y=4011537.22009777
ID=140, Sequence=42208, X=-1.31747267092867E7, Y=3999417.48268915
ID=125, Sequence=42223, X=-1.31600662529089E7, Y=3985023.5909281
ID=124, Sequence=42224, X=-1.31652355393101E7, Y=4015791.55951373
ID=123, Sequence=42225, X=-1.31838676024921E7, Y=4039144.68407525
ID=116, Sequence=42232, X=-1.31769433992862E7, Y=3996750.00391634
ID=115, Sequence=42233, X=-1.31806016016418E7, Y=4035047.6093289
ID=114, Sequence=42234, X=-1.31637324319962E7, Y=4012875.64425472
ID=461, Sequence=42235, X=-1.31487960344627E7, Y=3993866.58065918
ID=106, Sequence=42242, X=-1.31825955385953E7, Y=4032056.59696553
ID=105, Sequence=42243, X=-1.31622013334851E7, Y=4005627.35059477
ID=103, Sequence=42245, X=-1.3148767571997E7, Y=3990187.80456724
ID=100, Sequence=42248, X=-1.31611708602945E7, Y=3998114.10739845
ID=99, Sequence=42249, X=-1.31666698807508E7, Y=3996382.87670324
ID=98, Sequence=42250, X=-1.3161826020396E7, Y=4002890.33915106
ID=96, Sequence=42252, X=-1.31799238814719E7, Y=4026090.97563524
ID=95, Sequence=42253, X=-1.31634167868015E7, Y=4011157.88082692
ID=91, Sequence=42257, X=-1.31614276765323E7, Y=3999986.10126732
ID=89, Sequence=42259, X=-1.31617280115488E7, Y=3979147.91720222
ID=84, Sequence=42264, X=-1.31666804266768E7, Y=4001727.92218327
ID=81, Sequence=42267, X=-1.31631087105047E7, Y=4011964.09264543
ID=431, Sequence=42269, X=-1.31863882646607E7, Y=4042307.78671342
ID=77, Sequence=42271, X=-1.31748120511324E7, Y=3993744.19783127
ID=458, Sequence=42272, X=-1.3162380482814E7, Y=4006943.17400504
ID=74, Sequence=42274, X=-1.31620994097896E7, Y=3978397.07094683
ID=430, Sequence=42278, X=-1.31372677474655E7, Y=3984419.02753777
ID=68, Sequence=42280, X=-1.314771753001E7, Y=3976896.45592218
ID=62, Sequence=42286, X=-1.3144347057219E7, Y=3988025.00314014
ID=61, Sequence=42287, X=-1.3162310164977E7, Y=4006421.14062614
ID=55, Sequence=42293, X=-1.31632299935422E7, Y=3993726.40505861
ID=50, Sequence=42298, X=-1.3169503045006E7, Y=3997629.04795967
ID=49, Sequence=42299, X=-1.31816183610073E7, Y=4029874.2598851
ID=43, Sequence=42305, X=-1.31666780466743E7, Y=3999897.6700248
ID=36, Sequence=42312, X=-1.31608123075059E7, Y=3982528.30257507
ID=35, Sequence=42313, X=-1.31607352501571E7, Y=3994905.74042119
ID=455, Sequence=42316, X=-1.3160957684847E7, Y=3982081.12159364
ID=24, Sequence=42324, X=-1.31720816017366E7, Y=3989255.81913378
ID=488, Sequence=42336, X=-1.31652919670829E7, Y=3993742.80225447
ID=9, Sequence=42339, X=-1.31609786457956E7, Y=3996713.21431297
ID=8, Sequence=42340, X=-1.31617254155661E7, Y=4002156.78063983
ID=5, Sequence=42343, X=-1.31613112348636E7, Y=3991982.01949411
ID=4, Sequence=42344, X=-1.31666818326708E7, Y=4002809.28923363
ID=421, Sequence=42595, X=-1.31839760742476E7, Y=4039280.78356242
ID=420, Sequence=42596, X=-1.31845444102454E7, Y=4039993.90170361
ID=419, Sequence=42597, X=-1.31502849546137E7, Y=3994332.44723988
ID=402, Sequence=42614, X=-1.31584066521381E7, Y=3995671.58867841
ID=401, Sequence=42615, X=-1.31666748432482E7, Y=3998030.06691343
ID=392, Sequence=42624, X=-1.31747827091759E7, Y=3996784.09968019
ID=383, Sequence=42633, X=-1.3138872672482E7, Y=3980462.96709678
ID=376, Sequence=42640, X=-1.31644564370936E7, Y=4009909.81021338
ID=372, Sequence=42644, X=-1.3180341068405E7, Y=4027022.31520365
ID=369, Sequence=42647, X=-1.31620309782675E7, Y=4004384.93415601
ID=360, Sequence=42656, X=-1.31624603423551E7, Y=3988969.79248354
ID=356, Sequence=42660, X=-1.31623158361319E7, Y=4008630.56429296
ID=344, Sequence=42672, X=-1.31665993898636E7, Y=4001782.06958227
ID=342, Sequence=42674, X=-1.31895837295668E7, Y=4046318.96687676
ID=341, Sequence=42675, X=-1.31616302175017E7, Y=3994034.09536258
ID=339, Sequence=42677, X=-1.31727440457678E7, Y=3999086.61989583
ID=481, Sequence=42687, X=-1.31607214845486E7, Y=3982830.0366411
ID=328, Sequence=42688, X=-1.31887358617652E7, Y=4045254.52103043
ID=323, Sequence=42693, X=-1.31666790561026E7, Y=4000673.89684501
ID=322, Sequence=42694, X=-1.31487384612783E7, Y=3987547.11552279
ID=319, Sequence=42697, X=-1.31602894220745E7, Y=3991447.28194813
ID=315, Sequence=42701, X=-1.31814730307664E7, Y=4029549.72924705
ID=311, Sequence=42705, X=-1.31672680757631E7, Y=4018336.74434181
ID=309, Sequence=42707, X=-1.3160858476852E7, Y=3995835.8321311
ID=300, Sequence=42716, X=-1.31671943266174E7, Y=3989811.75980475
ID=298, Sequence=42718, X=-1.31788113827084E7, Y=4032802.48393178
ID=297, Sequence=42719, X=-1.31666851201916E7, Y=4005338.16721193
ID=453, Sequence=42721, X=-1.31616921228966E7, Y=4001914.03819909
ID=284, Sequence=42732, X=-1.31666704907125E7, Y=3996585.32688345
ID=282, Sequence=42734, X=-1.31626782280176E7, Y=4010152.0141483
ID=280, Sequence=42736, X=-1.31844916353476E7, Y=4039927.68061886
ID=278, Sequence=42738, X=-1.3179915470258E7, Y=4034187.0741752
ID=451, Sequence=42740, X=-1.31839669392521E7, Y=4039269.32182178
ID=273, Sequence=42743, X=-1.31848173655722E7, Y=4040336.40787909
ID=268, Sequence=42748, X=-1.31608146955836E7, Y=3982521.48739742
ID=264, Sequence=42752, X=-1.31616020219236E7, Y=4001257.12313768
ID=258, Sequence=42758, X=-1.31622475405636E7, Y=4010412.28753011
ID=450, Sequence=42765, X=-1.31623133187253E7, Y=3994344.06401578
ID=473, Sequence=42770, X=-1.31622168858607E7, Y=4011212.11204726
ID=244, Sequence=42772, X=-1.31873750844758E7, Y=4043546.36100828
ID=238, Sequence=42778, X=-1.31877353063141E7, Y=4043998.51577486
ID=236, Sequence=42780, X=-1.31806251222792E7, Y=3995721.25737428
ID=471, Sequence=42788, X=-1.31842708349775E7, Y=4035799.03786296
ID=226, Sequence=42790, X=-1.31601493699446E7, Y=3984745.31195246
ID=222, Sequence=42794, X=-1.31646069758835E7, Y=4010827.66880835
ID=215, Sequence=42801, X=-1.31574896099807E7, Y=3975889.39937779
ID=210, Sequence=42806, X=-1.31793268394573E7, Y=3998779.87753966
ID=205, Sequence=42811, X=-1.31849289521077E7, Y=4040476.4304356
ID=204, Sequence=42812, X=-1.31611940075385E7, Y=3998282.82033867
ID=203, Sequence=42813, X=-1.31623119133372E7, Y=3995077.33046361
ID=198, Sequence=42818, X=-1.31668048112414E7, Y=3996205.82321416
ID=469, Sequence=42824, X=-1.31818098739097E7, Y=4036563.16631052
ID=188, Sequence=42828, X=-1.3103411341653E7, Y=4015866.27038155
ID=163, Sequence=42853, X=-1.3150723439914E7, Y=3994469.64809087
ID=464, Sequence=42856, X=-1.31217552083102E7, Y=4014936.77423084
ID=154, Sequence=42862, X=-1.31605145716438E7, Y=4011316.83420313
ID=148, Sequence=42868, X=-1.31408624566145E7, Y=3987914.19947846
ID=147, Sequence=42869, X=-1.31826138676681E7, Y=4037571.74352866
ID=142, Sequence=42874, X=-1.3163105331264E7, Y=4011969.2439507
ID=140, Sequence=42876, X=-1.31730528206887E7, Y=3999560.73463351
ID=125, Sequence=42891, X=-1.316032295505E7, Y=3984164.16457369
ID=124, Sequence=42892, X=-1.31658305109048E7, Y=4016536.53569427
ID=123, Sequence=42893, X=-1.31832726308975E7, Y=4038398.20282232
ID=116, Sequence=42900, X=-1.31769426589346E7, Y=3995865.16053905
ID=115, Sequence=42901, X=-1.31800066300472E7, Y=4034301.40153097
ID=114, Sequence=42902, X=-1.3163888408163E7, Y=4012693.0575638
ID=461, Sequence=42903, X=-1.31528944582662E7, Y=3995148.97839946
ID=106, Sequence=42910, X=-1.31829692376727E7, Y=4032891.29404415
ID=105, Sequence=42911, X=-1.31620806492023E7, Y=4004747.17472992
ID=103, Sequence=42913, X=-1.31487692705064E7, Y=3990409.13579181
ID=100, Sequence=42916, X=-1.31612915445773E7, Y=3998993.76472393
ID=99, Sequence=42917, X=-1.31666725467279E7, Y=3997267.75833161
ID=98, Sequence=42918, X=-1.31617053361131E7, Y=4002010.37735188
ID=96, Sequence=42920, X=-1.31802975805492E7, Y=4026925.22810512
ID=95, Sequence=42921, X=-1.31637273463679E7, Y=4010791.99390271
ID=91, Sequence=42925, X=-1.31613069922494E7, Y=3999106.3664334
ID=89, Sequence=42927, X=-1.31638961074844E7, Y=3979285.77989985
ID=84, Sequence=42932, X=-1.31666792755943E7, Y=4000842.68793858
ID=81, Sequence=42935, X=-1.3162826831527E7, Y=4012344.545223
ID=431, Sequence=42937, X=-1.31857932930661E7, Y=4041561.09412917
ID=77, Sequence=42939, X=-1.31753616205353E7, Y=3993742.66894561
ID=458, Sequence=42940, X=-1.31622610425975E7, Y=4006062.84718232
ID=74, Sequence=42942, X=-1.31626827757046E7, Y=3976609.20443313
ID=68, Sequence=42948, X=-1.31477183746361E7, Y=3976675.38612496
ID=62, Sequence=42954, X=-1.31399514907372E7, Y=3987975.92466512
ID=61, Sequence=42955, X=-1.31621894806942E7, Y=4005540.9026471
ID=55, Sequence=42961, X=-1.31637795380206E7, Y=3993730.89082828
ID=50, Sequence=42966, X=-1.31684051060382E7, Y=3997630.93886868
ID=49, Sequence=42967, X=-1.31819920600847E7, Y=4030708.79423168
ID=43, Sequence=42973, X=-1.31666768955918E7, Y=3999012.57966027
ID=36, Sequence=42980, X=-1.31610881889125E7, Y=3981671.94789675
ID=35, Sequence=42981, X=-1.31605092451767E7, Y=3993144.50908038
ID=455, Sequence=42984, X=-1.31612305924872E7, Y=3981224.16411375
ID=24, Sequence=42992, X=-1.31722029526603E7, Y=3989203.92927132
ID=488, Sequence=43004, X=-1.31658415390008E7, Y=3993743.53903571
ID=9, Sequence=43007, X=-1.31610993300784E7, Y=3997592.76224706
ID=8, Sequence=43008, X=-1.31616047312833E7, Y=4001276.87618545
ID=5, Sequence=43011, X=-1.31610365751125E7, Y=3991988.7381149
ID=4, Sequence=43012, X=-1.31666806815882E7, Y=4001923.9699456
ID=421, Sequence=43262, X=-1.31833811026529E7, Y=4038534.29322033
ID=420, Sequence=43263, X=-1.31839494386507E7, Y=4039247.36373152
ID=419, Sequence=43264, X=-1.31507972575892E7, Y=3994492.74560374
ID=402, Sequence=43281, X=-1.31540421662623E7, Y=3995456.28489228
ID=401, Sequence=43282, X=-1.31666721772711E7, Y=3997145.12541159
ID=392, Sequence=43291, X=-1.31747234487756E7, Y=3996684.19834783
ID=383, Sequence=43300, X=-1.31390723282038E7, Y=3976953.02775789
ID=376, Sequence=43307, X=-1.316394272376E7, Y=4010692.79734961
ID=372, Sequence=43311, X=-1.31807147674824E7, Y=4027856.63703615
ID=369, Sequence=43314, X=-1.31619102939847E7, Y=4003504.8554827
ID=360, Sequence=43323, X=-1.31580657854025E7, Y=3989065.05023418
ID=356, Sequence=43327, X=-1.31623672676536E7, Y=4007296.44037601
ID=344, Sequence=43339, X=-1.31666213841625E7, Y=4001339.31105142
ID=342, Sequence=43341, X=-1.31901150093924E7, Y=4046986.00773778
ID=341, Sequence=43342, X=-1.31616756579633E7, Y=3994138.57027718
ID=339, Sequence=43344, X=-1.31748288837226E7, Y=3999472.37474558
ID=481, Sequence=43354, X=-1.31604647824076E7, Y=3983689.3614854
ID=328, Sequence=43355, X=-1.31893308333598E7, Y=4046001.46062957
ID=323, Sequence=43360, X=-1.31666793441888E7, Y=4000895.43821695
ID=322, Sequence=43361, X=-1.31486819017535E7, Y=3984007.45956896
ID=319, Sequence=43364, X=-1.31601743535876E7, Y=3990567.72498024
ID=315, Sequence=43368, X=-1.31818467298437E7, Y=4030384.23940254
ID=311, Sequence=43372, X=-1.3167565887751E7, Y=4018709.71925673
ID=309, Sequence=43374, X=-1.31606280142715E7, Y=3994074.8319309
ID=300, Sequence=43383, X=-1.31672383152154E7, Y=3988927.20012336
ID=298, Sequence=43385, X=-1.31782164111139E7, Y=4032056.42585016
ID=297, Sequence=43386, X=-1.31666839691091E7, Y=4004452.6489415
ID=453, Sequence=43388, X=-1.31618128071794E7, Y=4002793.99246585
ID=284, Sequence=43399, X=-1.31666718251627E7, Y=3997028.25210164
ID=282, Sequence=43401, X=-1.31621613503596E7, Y=4010001.34309538
ID=280, Sequence=43403, X=-1.31838966637529E7, Y=4039181.14707016
ID=278, Sequence=43405, X=-1.31805104418527E7, Y=4034933.27434644
ID=451, Sequence=43407, X=-1.31833719676575E7, Y=4038522.83224516
ID=273, Sequence=43410, X=-1.31842223939775E7, Y=4039589.84702725
ID=268, Sequence=43415, X=-1.31605570131846E7, Y=3983380.60625155
ID=264, Sequence=43419, X=-1.31617227062064E7, Y=4002137.02604793
ID=258, Sequence=43425, X=-1.31622814812876E7, Y=4009526.79247897
ID=450, Sequence=43432, X=-1.31623128943454E7, Y=3994565.4807983
ID=473, Sequence=43437, X=-1.31622508265848E7, Y=4010326.55397393
ID=244, Sequence=43439, X=-1.31867801128812E7, Y=4042799.58562248
ID=238, Sequence=43445, X=-1.31871403347194E7, Y=4043251.71015437
ID=236, Sequence=43447, X=-1.31762291182251E7, Y=3995682.64083438
ID=471, Sequence=43455, X=-1.31846445340549E7, Y=4036634.01423755
ID=226, Sequence=43457, X=-1.31604060720857E7, Y=3983885.90677306
ID=222, Sequence=43461, X=-1.31650280852706E7, Y=4011112.6270694
